pl_name,hostname,k2_name,epic_hostname,default_flag,disposition,disp_refname,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-146 c,K2-146,K2-146 c,EPIC 211924657,0,CONFIRMED,Hamann et al. 2019,2,Transit,2019,K2,Published Confirmed,0,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,3.9663,0.0002,-0.00002,0,0.0327,0.0006,-0.0006,0,2.59,1.81,-0.39,0,7.1,0.9,-0.9,0,0.02234,0.00283,-0.00283,0,Mass,0.16,0.07,-0.07,0,,,,,,,,,1,,,,,,,,,<a refstr=LAM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..120L/abstract target=ref>Lam et al. 2020</a>,M3.0 V,3385,70,-70,0,0.35,0.04,-0.04,0,0.36,0.04,-0.04,0,-0.02,0.12,-0.12,0,[Fe/H],4.91,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,130.0266951,19.0923416,79.3002,0.478,-0.4723,16.7,0.2,-0.2,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,7/12/21,2020-03,7/12/21
K2-384 b,K2-384,K2-384 b,EPIC 220221272,1,CONFIRMED,Christiansen et al. 2022,5,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,2.231527,0.000194,-0.000325,0,,,,,1.076,0.232,-0.06,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,M4 V,3623,138,-138,0,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,0.068,0.198,-0.198,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.4998403,0.7509701,82.6603,0.7023,-0.6908,16.12,0.2,-0.2,11.294,0.021,-0.021,15.0276,0.000667,-0.000667,3/16/22,2022-03,3/16/22
K2-384 c,K2-384,K2-384 c,EPIC 220221272,1,CONFIRMED,Christiansen et al. 2022,5,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,4.194766,0.000309,-0.000189,0,,,,,1.191,0.053,-0.075,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,M4 V,3623,138,-138,0,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,0.068,0.198,-0.198,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.4998403,0.7509701,82.6603,0.7023,-0.6908,16.12,0.2,-0.2,11.294,0.021,-0.021,15.0276,0.000667,-0.000667,3/16/22,2022-03,3/16/22
K2-384 d,K2-384,K2-384 d,EPIC 220221272,1,CONFIRMED,Christiansen et al. 2022,5,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,6.679582,0.000719,-0.000498,0,,,,,1.392,0.118,-0.075,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,M4 V,3623,138,-138,0,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,0.068,0.198,-0.198,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.4998403,0.7509701,82.6603,0.7023,-0.6908,16.12,0.2,-0.2,11.294,0.021,-0.021,15.0276,0.000667,-0.000667,3/16/22,2022-03,3/16/22
K2-384 e,K2-384,K2-384 e,EPIC 220221272,1,CONFIRMED,Christiansen et al. 2022,5,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,9.715043,0.001003,-0.000739,0,,,,,1.345,0.139,-0.082,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,M4 V,3623,138,-138,0,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,0.068,0.198,-0.198,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.4998403,0.7509701,82.6603,0.7023,-0.6908,16.12,0.2,-0.2,11.294,0.021,-0.021,15.0276,0.000667,-0.000667,3/16/22,2022-03,3/16/22
K2-384 f,K2-384,K2-384 f,EPIC 220221272,1,CONFIRMED,Christiansen et al. 2022,5,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,13.62749,0.000342,-0.000574,0,,,,,2.222,0.091,-0.082,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,M4 V,3623,138,-138,0,0.35,0.01,-0.01,0,0.33,0.01,-0.01,0,0.068,0.198,-0.198,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20.4998403,0.7509701,82.6603,0.7023,-0.6908,16.12,0.2,-0.2,11.294,0.021,-0.021,15.0276,0.000667,-0.000667,3/16/22,2022-03,3/16/22
K2-18 b,K2-18,K2-18 b,EPIC 201912552,0,CONFIRMED,Montet et al. 2015,2,Transit,2015,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,32.947328,,,0,,,,,2.17,,,0,,,,,,,,,,,,,,,,,,,,,,0,0.311,,,0,2.97,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3440,,,0,0.36,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.560141,7.5878315,38.0266,0.07955,-0.07955,13.477,0.042,-0.042,8.899,0.019,-0.019,12.4154,0.000502,-0.000502,12/5/15,2016-01,12/5/15
K2-239 b,K2-239,K2-239 b,EPIC 248545986,1,CONFIRMED,D&iacute;ez Alonso et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,5.24,0.001,-0.001,0,0.0441,0.0008,-0.0008,0,1.1,0.1,-0.1,0,,,,,,,,,,,,,,,,,,502,22,-18,0,0,0.067,0.007,-0.006,0,1.4664,0.1608,-0.312,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420,18,-18,0,0.36,0.01,-0.01,0,0.4,0.01,-0.01,0,-0.1,0.1,-0.1,0,[Fe/H],4.9,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,160.5941265,4.4413751,31.0849,0.0831,-0.0826,14.632,0.126,-0.126,9.971,0.021,-0.021,13.4367,0.000696,-0.000696,6/26/18,2018-10,6/21/18
K2-239 c,K2-239,K2-239 c,EPIC 248545986,1,CONFIRMED,D&iacute;ez Alonso et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,7.775,0.001,-0.001,0,0.0576,0.0009,-0.0009,0,1,0.1,-0.1,0,,,,,,,,,,,,,,,,,,427,24,-19,0,0,0.058,0.008,-0.006,0,1.248,0.312,-0.648,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420,18,-18,0,0.36,0.01,-0.01,0,0.4,0.01,-0.01,0,-0.1,0.1,-0.1,0,[Fe/H],4.9,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,160.5941265,4.4413751,31.0849,0.0831,-0.0826,14.632,0.126,-0.126,9.971,0.021,-0.021,13.4367,0.000696,-0.000696,6/26/18,2018-10,6/21/18
K2-239 d,K2-239,K2-239 d,EPIC 248545986,1,CONFIRMED,D&iacute;ez Alonso et al. 2018,3,Transit,2018,K2,Published Confirmed,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,10.115,0.001,-0.001,0,0.0685,0.0012,-0.0012,0,1.1,0.1,-0.1,0,,,,,,,,,,,,,,,,,,399,18,-15,0,0,0.065,0.006,-0.006,0,1.8384,0.1392,-0.1752,0,<a refstr=D_IACUTE_EZ_ALONSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480L...1D/abstract target=ref>D&iacute;ez Alonso et al. 2018</a>,M3.0 V,3420,18,-18,0,0.36,0.01,-0.01,0,0.4,0.01,-0.01,0,-0.1,0.1,-0.1,0,[Fe/H],4.9,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,160.5941265,4.4413751,31.0849,0.0831,-0.0826,14.632,0.126,-0.126,9.971,0.021,-0.021,13.4367,0.000696,-0.000696,6/26/18,2018-10,6/21/18
K2-148 b,K2-148,K2-148 b,EPIC 220194974,0,CONFIRMED,Hirano et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.38393,0.00028,-0.00028,0,,,,,0.701,0.088,-0.205,0,,,,,,,,,,,,,,,,,,,,,,0,0.0324,0.0021,-0.0022,0,1.776,0.12,-0.168,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/19,2019-09,9/5/19
K2-148 c,K2-148,K2-148 c,EPIC 220194974,0,CONFIRMED,Hirano et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,6.92251,0.00047,-0.00041,0,,,,,0.9,0.1,-0.24,0,,,,,,,,,,,,,,,,,,,,,,0,0.0537,0.0025,-0.0026,0,2.0304,0.096,-0.1392,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/19,2019-09,9/5/19
K2-148 d,K2-148,K2-148 d,EPIC 220194974,0,CONFIRMED,Hirano et al. 2018,3,Transit,2018,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,9.75833,0.00084,-0.00091,0,,,,,0.88,0.11,-0.27,0,,,,,,,,,,,,,,,,,,,,,,0,0.0504,0.0035,-0.0037,0,1.8,0.144,-0.24,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.04,-0.08,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14.5176494,-0.193258,124.458,0.626,-0.619,13.627,0.103,-0.103,10.292,0.025,-0.025,13.0599,0.00078,-0.00078,9/5/19,2019-09,9/5/19
K2-3 b,K2-3,K2-3 b,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.05467,0.00011,-0.00011,0,,,,,1.45,0.23,-0.21,0,,,,,,,,,,,,,,,,,,,,,,0,0.1416,0.0016,-0.0016,0,2.6208,0.0456,-0.0672,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,9/5/19,2019-09,9/5/19
K2-3 b,K2-3,K2-3 b,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,10.05443,0.00026,-0.00026,0,0.0679,0.0032,-0.0032,0,1.44,0.2,-0.2,0,,,,,,,,,,,,,,5.8,1.7,-1.7,0,,,,,0,,,,,2.52,0.059,-0.059,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841,82,-82,0,0.37,0.05,-0.05,0,0.41,0.06,-0.06,0,,,,,,4.91,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,5/4/20,2016-09,7/18/16
K2-3 c,K2-3,K2-3 c,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,24.64671,0.00054,-0.00053,0,,,,,1.18,0.21,-0.18,0,,,,,,,,,,,,,,,,,,,,,,0,0.0822,0.0015,-0.0016,0,3.6,0.12,-0.24,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,9/5/19,2019-09,9/5/19
K2-3 c,K2-3,K2-3 c,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,24.6435,0.0012,-0.0012,0,0.1235,0.0058,-0.0058,0,1.18,0.17,-0.17,0,,,,,,,,,,,,,,1.77,0.53,-0.53,0,,,,,0,,,,,3.38,0.12,-0.12,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841,82,-82,0,0.37,0.05,-0.05,0,0.41,0.06,-0.06,0,,,,,,4.91,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,5/4/20,2016-09,7/18/16
K2-3 d,K2-3,K2-3 d,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,44.5574,0.0023,-0.0023,0,,,,,1.11,0.21,-0.23,0,,,,,,,,,,,,,,,,,,,,,,0,0.0782,0.002,-0.002,0,4.512,0.168,-0.24,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.06,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,9/5/19,2019-09,9/5/19
K2-3 d,K2-3,K2-3 d,EPIC 201367065,0,CONFIRMED,Crossfield et al. 2015,3,Transit,2015,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,44.5609,0.0052,-0.0052,0,0.1833,0.0086,-0.0086,0,0.96,0.14,-0.14,0,,,,,,,,,,,,,,0.8,0.24,-0.24,0,,,,,0,,,,,4.04,0.19,-0.19,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841,82,-82,0,0.37,0.05,-0.05,0,0.41,0.06,-0.06,0,,,,,,4.91,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.3353708,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,5/4/20,2016-09,7/18/16
K2-316 b,K2-316,K2-316 b,EPIC 249384674,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,2,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,1.133,0.001,-0.001,0,0.0147,0.001,-0.0031,0,1.33,0.1,-0.09,0,,,,,,,,,,,,,,,,,,841,105,-54,0,0,0.0957,0.0019,-0.0019,0,,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3436,3,-3,0,0.38,0,0,0,0.41,0.01,-0.01,0,,,,,,4.89,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,233.6247336,-23.2594663,112.486,0.968,-0.952,17.14,0.2,-0.2,11.911,0.023,-0.023,15.514,0.000829,-0.000829,9/9/20,2020-12,9/9/20 17:05
K2-316 c,K2-316,K2-316 c,EPIC 249384674,1,CONFIRMED,Castro Gonz&aacute;lez et al. 2020,2,Transit,2020,K2,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,5.26,0.007,-0.007,0,0.0582,0.0081,-0.0122,0,1.83,0.13,-0.12,0,,,,,,,,,,,,,,,,,,423,53,-26,0,0,0.248,0.006,-0.006,0,,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499.5416C/abstract target=ref>Castro Gonz&aacute;lez et al. 2020</a>,,3436,3,-3,0,0.38,0,0,0,0.41,0.01,-0.01,0,,,,,,4.89,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,233.6247336,-23.2594663,112.486,0.968,-0.952,17.14,0.2,-0.2,11.911,0.023,-0.023,15.514,0.000829,-0.000829,9/9/20,2020-12,9/9/20 17:05
K2-18 b,K2-18,K2-18 b,EPIC 201912552,0,CONFIRMED,Montet et al. 2015,2,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,32.94488,0.00281,-0.00281,0,0.1491,0.0055,-0.0055,0,2.24,0.23,-0.23,0,,,,,,,,,,,,,,,,,,272,15,-15,0,0,0.285,,,0,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3503,60,-60,0,0.39,0.04,-0.04,0,0.41,0.04,-0.04,0,0.09,0.09,-0.09,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,172.560141,7.5878315,38.0266,0.07955,-0.07955,13.477,0.042,-0.042,8.899,0.019,-0.019,12.4154,0.000502,-0.000502,3/18/19,2015-08,7/16/15
K2-117 b,K2-117,K2-117 b,EPIC 211331236,0,CONFIRMED,Dressing et al. 2017,2,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.291605,0.000018,-0.000019,0,,,,,1.74,0.33,-0.27,0,,,,,,,,,,,,,,,,,,,,,,0,0.1817,0.0064,-0.0069,0,1.152,0.0696,-0.0576,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.4,0.07,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.8557342,10.4692176,101.632,0.374,-0.372,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243,9/5/19,2019-09,9/5/19
K2-117 c,K2-117,K2-117 c,EPIC 211331236,0,CONFIRMED,Dressing et al. 2017,2,Transit,2017,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,5.44425,0.00014,-0.00014,0,,,,,1.75,0.31,-0.14,0,,,,,,,,,,,,,,,,,,,,,,0,0.1686,0.0048,-0.0053,0,2.1096,0.0576,-0.0768,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.4,0.07,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,133.8557342,10.4692176,101.632,0.374,-0.372,14.639,0.149,-0.149,10.589,0.025,-0.025,13.8012,0.000243,-0.000243,9/5/19,2019-09,9/5/19
